name	acts	words	chars	
HAMATELLIWA	51	1004	5287	
ABDALLAH	67	814	4332	
BERNHARD	205	3840	20109	
LOTHAR	93	1431	7571	
HUGO	29	346	1816	
LUDWIG	99	1271	6587	
MATFRIED	35	481	2519	
ELISACHAR	13	165	874	
KARL	106	1706	8557	
JUDITH	100	1655	8470	
EBO	3	35	186	
AGOBARD	2	26	132	
WALA	43	1061	5750	
ERSTER DIENER	12	164	874	
ZWEITER DIENER	5	23	121	
DRITTER DIENER	5	38	208	
FRECHULF	7	63	337	
SATILATLAS	33	446	2354	
TEMIN	15	125	677	
RUDTHARDT	40	388	2050	
OTTGAR	16	105	520	
HUMFRIED	2	7	36	
CHORKNABEN	2	27	142	
DIE FRANKEN	2	7	33	
KAISER LUDWIG	19	254	1253	
DIE DEUTSCHEN	3	15	79	
