name	acts	words	chars	
SCHÖN	45	1351	6905	
ANNA	48	854	4316	
HUTTERER	62	1618	8551	
SIDONIE	26	303	1645	
FREY	57	998	5500	
HEDWIG	82	2756	14505	
EDUARD	26	469	2643	
BARBARA	76	1130	5719	
JOHANN	36	371	1888	
MICHEL	10	114	588	
JOSEPHA	42	799	4047	
STOLZENTHALER	58	1516	7851	
SCHALANTER	74	2079	10768	
MARTIN	66	1613	8181	
BELLER	10	19	90	
HÖLLER	4	116	595	
STÖTZL	3	23	115	
KATSCHER	4	39	186	
RESI	3	19	96	
BERGER	7	47	265	
MINNA	1	9	47	
STILLE	5	15	80	
MOSTINGER	7	181	921	
SEDLBERGER	3	16	83	
TOMERL	2	42	221	
KRAFT	10	115	586	
WERNER	2	29	152	
SEEBURGER	2	6	36	
STÖBER	1	12	74	
ATZWANGER	5	31	165	
