name	acts	words	chars	
SPECK	27	774	4183	
CHOR	21	139	685	
FRAU STEIGERL	34	699	3790	
HERR STEIGERL	24	494	2706	
SCHMALZ	3	99	538	
JEAN	15	278	1537	
MALCHEN	33	818	4425	
LOTTCHEN	64	1718	9350	
FRITZ	159	5449	29230	
MARIE	10	196	1098	
CHOR DER SCHULDNER	3	102	492	
ÖBSTLERIN	1	12	57	
SCHNEIDER	3	43	230	
SCHUSTER	2	47	249	
KUTSCHER	1	27	149	
MAGIER	36	898	5175	
CHOR DER VIER DIENER	1	24	148	
SATIRE	36	1017	5819	
LASTER	19	272	1524	
DIE BEGIERDE	1	4	32	
DIE AMORETTEN	1	8	47	
KAPRICE	8	98	537	
DIE MODE	5	83	464	
LUXUS	7	131	693	
DAS KOMPLIMENT	4	123	755	
ARMUT	10	106	578	
KOKETTERIE	12	219	1217	
SCHANDE	1	4	15	
CHOR AUS ›ORPHEUS‹	1	25	150	
DIE HOFFNUNG	1	35	224	
