name	acts	words	chars	
KERN	29	947	5093	
WEINHOLD	15	403	2207	
ZUNDER	7	186	1044	
ANNCHEN	3	24	118	
WIRTH	10	127	689	
WAGNER	28	778	4225	
NASE	11	138	718	
MURRNER	6	93	547	
DIE BÜRGER	7	39	218	
STUDENTEN	8	192	1018	
FAUST	170	5551	30143	
SCHATTEN	17	222	1209	
MEPHISTOPHELES	84	2827	15122	
UNSICHTBARER CHOR	1	20	112	
ZWITSCH	2	22	110	
COSMO	25	740	4032	
ROBERT	29	1477	7876	
BIANCA	25	469	2416	
DIE ZOFEN	2	27	123	
DIENER	3	32	157	
DAMEN	2	20	105	
HERREN	2	18	102	
CRABE	21	447	2355	
DUJOUR	18	370	2003	
LE DOIGT	15	221	1085	
APPEAU	6	83	416	
EINIGE	1	2	10	
ANSELMO	15	526	2984	
KAISER	10	174	1000	
AUS DER FERNE	1	3	17	
ROSA	13	459	2383	
JUANITO	6	22	104	
EINE STIMME AUS DER HÖHE	3	9	51	
EINE STIMME AUS DER TIEFE	3	26	126	
CHOR DER MÖNCHE	3	25	154	
