name	acts	words	chars	
FRÄULEIN SCHAITZACH	8	57	277	
HERR VON BECK	86	731	4227	
DIE DREI CHORISTINNEN	4	0	0	
LORENZ	86	1249	6487	
PFARRER	109	1472	8453	
POSTHALTER	349	4170	22295	
SEEHANSELE	73	975	5078	
BURGL	6	59	289	
SEPPL	16	180	877	
KEDERBAUER	69	694	3783	
MOHRENWIRT	69	806	4397	
MUTZENBAUER	15	120	654	
ROSL	12	106	598	
WEHRMÜLLERIN	14	211	1066	
FRAU WANNINGER	99	1034	5489	
FRAU SPECHT	72	761	4203	
POSTHALTERIN	176	1739	9086	
WALLY	33	149	779	
RETTINGER	202	2079	11386	
GÖTZENSPERGER	110	1093	5943	
DIE ZUHÖRER	1	3	20	
AMTSRICHTER	67	520	3034	
HULDA	52	487	2637	
FLORA	38	245	1317	
HIES	2	41	231	
KNACKBERGER	32	247	1331	
BERNHUBER	36	376	2082	
MINNA	24	126	691	
FOITENLEITNER	92	701	3803	
NUSSER	106	801	4547	
GENDARM	1	0	0	
