name	acts	words	chars	
ZANGLER	181	2595	14097	
SONDERS	76	953	5247	
GERTRUD	28	470	2406	
KRAPS	21	337	1768	
MELCHIOR	172	2554	13636	
HUPFER	12	111	631	
CHRISTOPH	159	1667	8843	
WEINBERL	245	4963	26679	
MARIE	32	296	1612	
HAUSMEISTER	6	53	263	
BRUNNINGER	14	125	640	
PHILIPPINE	5	61	326	
MADAME KNORR	69	802	4251	
FRAU VON FISCHER	49	582	3050	
KUTSCHER	14	93	489	
EIN KELLNER	11	83	453	
ZWEITER KELLNER	2	56	315	
LISETT	16	277	1556	
FRÄULEIN BLUMENBLATT	61	830	4509	
WACHTER	11	106	565	
RAB	18	353	1887	
