name	acts	words	chars	
HALLER	35	1074	5904	
WINTER	139	3496	19284	
EMILIE	18	301	1647	
FLEDERMAUS	141	3901	21746	
STADTDIRECTOR	8	143	849	
JOSEPH	9	104	598	
ROSEL	84	1846	10012	
VIKTORL	29	390	2069	
WIRTH	41	1440	7916	
ZACHARIAS	61	1292	7090	
HAUSHERR	6	104	621	
ERSTER GERICHTSDIENER	2	40	244	
ZWEYTER GERICHTSDIENER	2	49	271	
DIE GERICHTSDIENER	1	9	62	
DIENSTLEUTE	1	3	38	
JÄGER	2	6	36	
SOPHIE	37	763	4149	
ALLGEMEINER CHOR	3	57	319	
CHOR 2.28	1	32	167	
ERSTER SPIELER	17	391	2148	
TREUHOLD	2	46	281	
DIE MÄDCHEN	1	6	35	
ZWEYTER SPIELER	2	15	106	
ALLE SPIELER	1	2	12	
