name	acts	words	chars	
EIN WEIB	4	26	153	
MANN	2	19	93	
INGENIEUR	27	323	1941	
EINER (1)	1	24	132	
EINE IRRSINNIGE WEIBERSTIMME	1	8	51	
MÄNNERSTIMME	1	9	53	
EINE ANDERE MÄNNERSTIMME	1	9	41	
EINER_2	1	3	20	
REGIERUNGSVERTRETER	10	50	303	
SCHACHTAUFSEHER	2	20	114	
EIN MANN	4	22	122	
ANDERER MANN	2	17	82	
WEIB	2	24	92	
MÄNNER	2	12	70	
AUFSEHER	3	14	75	
OBERAUFSEHER	2	22	133	
REPORTER	3	18	115	
JUNGES WEIB	1	15	60	
EIN ANDERES WEIB	1	3	13	
EIN ALTER	1	6	31	
WEIBER	2	30	183	
EIN MÄDCHEN	1	15	100	
DIE MENGE	42	324	1934	
EINE GANZ HOHE, SCHRILLE STIMME	1	6	27	
EIN ÄLTERER BERGMANN	3	24	135	
DER STERBENDE	1	4	26	
DAS WEIB	1	14	80	
DER VIERTE BERGMANN	23	340	1807	
DER ERSTE BERGMANN	32	990	5291	
DER ZWEITE BERGMANN	14	137	738	
DER FÜNFTE BERGMANN	12	236	1174	
DER DRITTE BERGMANN	26	375	1994	
HESS	55	762	4667	
MICHAEL	119	2433	13687	
WANDA	35	390	2028	
HENNIG	8	63	329	
RUSCHNOW	9	58	335	
TIETZE	7	38	228	
VOGLER	5	24	161	
FABIUS	6	57	318	
HOLSEN	6	27	156	
LEDOVSKY	8	63	445	
KAFFKA	3	36	213	
MARTIN	24	213	1304	
TIMM	22	749	4446	
LERSNER	3	15	83	
ANNA	35	928	5050	
SINNER	22	451	3041	
SCHMIDT	43	773	4760	
EIN STREIKLEITER	5	23	185	
