name	acts	words	chars	
SOEST	45	677	4123	
JETTER	69	1388	8333	
BUYCK	16	549	3460	
RUYSUM	11	213	1271	
REGENTIN	38	2247	14475	
MACHIAVELL	35	760	5040	
BRACKENBURG	31	1357	8364	
MUTTER	28	453	2711	
ZIMMERMEISTER	41	708	4690	
SEIFENSIEDER	6	94	520	
VANSEN	40	1292	8505	
EIN BÜRGER	3	9	46	
ANDERER BÜRGER	6	38	234	
DAS VOLK	10	96	603	
BÜRGER	0	0	0	
EGMONT	159	6838	44695	
SEKRETÄR	28	621	4022	
ORANIEN	37	723	4423	
KLÄRCHEN	87	3722	22785	
SILVA	24	631	4133	
GOMEZ	12	308	2078	
FERDINAND	36	1069	6784	
ALBA	46	1954	12902	
