name	acts	words	chars	
DIE MÄDCHEN	1	13	55	
DIE BAUERNBURSCHE	1	5	24	
CHRISTOPH	8	66	362	
HANNS	4	32	149	
HANNERL	4	32	182	
SALOME	84	1943	9943	
SEPPEL	2	17	87	
FLORA	124	1859	9965	
PLUTZERKERN	58	857	4689	
TITUS	305	7558	42270	
MARQUIS	42	920	5055	
CONSTANTIA	101	1423	7723	
ERSTER KNECHT	4	32	145	
DIE KNECHTE	5	20	121	
CHOR	3	102	547	
FRAU VON CYPRESSENBURG	88	1164	6515	
EMMA	7	163	923	
HERR VON PLATT	5	44	246	
CHOR DER GESELLSCHAFT	1	19	90	
GEORG	15	246	1347	
SPUND	55	1079	5926	
KONRAD	5	99	503	
NOTARIUS	0	0	0	
