name	acts	words	chars	
LEONCE	84	3439	19112	
HOFMEISTER	2	9	59	
VALERIO	59	2590	14798	
PETER	25	782	4415	
ERSTER KAMMERDIENER	2	21	110	
ZWEITER KAMMERDIENER	1	19	106	
DIENER	1	7	44	
PRÄSIDENT	16	233	1278	
DER GANZE STAATSRAT IM CHOR	1	12	63	
ROSETTA	18	152	752	
LENA	22	665	3509	
GOUVERNANTE	15	207	1123	
LANDRAT	3	50	315	
SCHULMEISTER	6	232	1279	
DIE BAUERN	3	3	13	
ZEREMONIENMEISTER	9	137	803	
ERSTER BEDIENTER	4	106	602	
ZWEITER BEDIENTER	2	50	278	
DRITTER BEDIENTER	1	4	23	
VIERTER DIENER	1	2	12	
HOFPREDIGER	5	51	292	
