name	acts	words	chars	
GRAVES	68	1409	7954	
BERKLEY	117	2056	12033	
HAMMOND	39	1028	6038	
COKE	52	1278	7687	
RICHMOND	38	519	2935	
KARL	146	5354	31547	
MONTAGUE	68	1192	6975	
LINDSAY	29	537	3018	
JOYCE	67	1188	6764	
CROMWELL	257	10581	61034	
PRYNNE	26	686	4027	
SIDNEY	70	1327	7979	
IRETON	86	1987	11646	
LILBURN	37	1028	5922	
FAIRFAX	46	711	4100	
LUDLOW	56	1084	6444	
HARRISON	89	2494	14302	
MANCHESTER	59	939	5652	
BRADSHAW	20	297	1761	
MEHRERE	1	3	13	
DIE PRESBYTERIANER	1	8	32	
GESCHREI DRAUßEN	3	18	134	
MILTON	9	449	2630	
DIE SOLDATEN	1	3	42	
STIMME DES HENKERS	1	7	35	
